"Location","Phase","Trap","Base","Cheese","Charm","Mouse","Loot","Qty","Sample"
"Tournament Hall","-","-","-","-","-","Burglar","Brie Cheese",10.458775510204081,2450
"Tournament Hall","-","-","-","-","-","Burglar","Gilded Cheese",2.568979591836735,2450
"Tournament Hall","-","-","-","-","-","Nibbler","Ancient Relic",0.20750782064650677,959
"Tournament Hall","-","-","-","-","-","Silvertail","Simple Orb",1,1918
